Source,Target
is,your
is,What
is,so
is,me
is,came
is,on
is,he
is,existed
is,Asteroid
is,to
is,friend
is,sad
is,hard
is,something
is,"true,"
is,true”
is,strictly
is,them
is,seized
is,baobab
is,planet
is,time
is,“there
is,no
is,baobabs
is,means
is,worth
is,reply
is,simple
is,time”
is,noon
is,sun
is,setting
is,France
is,do
is,move
is,there
is,And
is,which
is,unique
is,"doing,"
is,enough
is,flower
is,there’
is,love
is,such
is,bad
is,fact
is,why
is,cold
is,world
is,simplified
is,contrary
is,nobody
is,There
is,“that
is,much
is,He
is,more
is,what
is,“How
is,necessary”
is,yours
is,"true,”"
is,difficult
is,who
is,naturally
is,all”
is,"enough,”"
is,"entertaining,”"
is,rather
is,extinct
is,man
is,absurd
is,as
is,"beautiful,"
is,truly
is,“There
is,nothing
is,possible
is,life
is,because
is,thinking
is,indeed
is,geographer
is,last
is,“Why
is,that”
is,explorer
is,shown
is,inquiry
is,ordered
is,question
is,“it
is,all
is,other
is,us
is,‘which
is,"ephemeral,”"
is,Earth
is,unnecessary
is,"Africa,”"
is,"large,”"
is,right
is,"beautiful,”"
is,also
is,altogether
is,just
is,"possible,”"
is,interesting
is,“Nothing
is,"perfect,”"
is,Wheat
is,heart
is,Thursday
is,"so,”"
is,she
is,here
is,essential
is,invisible
is,ever
is,sunshine
is,so”
is,desert
is,beauty
is,invisible”
is,most
is,important
is,sleeping
is,"here,"
is,his
is,asleep”
is,"strange,”"
is,“Everything
is,ready
is,singing”
is,sand
is,with
is,sweet
is,star
is,"better,"
is,sorrow
is,comforted
is,like
is,Let
is,happening
is,sweetness
is,"absent-minded,"
is,"then,"
is,yourselves
is,If
drawing,In
drawing,first
drawing,My
drawing,frightened
drawing,another
drawing,my
drawing,He
drawing,over
drawing,this
drawing,And
drawing,“Not
drawing,up
drawing,again
drawing,One
drawing,goes
drawing,The
drawing,other
In,valuable
In,middling
In,certain
In,plants
In,"consequence,"
In,live
In,profession
In,Earth
In,living
In,one
book,it
book,my
book,carelessly
book,this
book,as
it,said
it,chewing
it,After
it,see
it,clearly
it,and
it,whoever
it,"was,"
it,as
it,might
it,greet
it,"with,"
it,at
it,"carefully,"
it,But
it,with
it,“This
it,wanted
it,Do
it,use
it,give
it,presented
it,to
it,"you,"
it,would
it,do
it,hold
it,against
it,"here,"
it,for
it,For
it,why
it,“Then
it,follows
it,If
it,let
it,grow
it,wherever
it,destroy
it,recognises
it,Now
it,too
it,through
it,split
it,then
it,that
it,described
it,knowing
it,so
it,trouble
it,has
it,until
it,"always,"
it,if
it,eats
it,does
it,eat
it,anything
it,finds
it,asked
it,As
it,knock
it,out
it,not
it,"stars,"
it,think
it,made
it,known
it,all
it,want
it,any
it,help
it,absolute
it,“You
it,command
it,"But,"
it,And
it,tires
it,but
it,plunged
it,light
it,again
it,The
it,that’s
it,makes
it,possible
it,"nobody,"
it,on
it,it
it,put
it,around
it,take
it,away
it,lock
it,"lamp,"
it,since
it,"beautiful,"
it,lighted
it,again”
it,days
it,out”
it,To
it,because
it,“Has
it,"alive,"
it,comes
it,“It
it,“Certainly
it,is”
it,electricity
it,know
it,Men
it,happened
it,"me,"
it,will
it,forget
it,You
it,rushed
it,becomes
it,takes
it,somewhere
it,hides
it,find
it,perhaps
it,cast
it,“Leave
it,set
it,"there,"
it,what
it,gave
it,“Perhaps
it,"“Yes,"
it,farther
it,yet
it,seemed
it,"“Tonight,"
it,"star,"
it,good
it,was”
it,understand
it,“But
it,"know,"
it,“Here
it,He
it,fasten
it,yes
it,drawn
it,impress
it,carefully
it,recognise
said,“Boa
said,“If
said,to
said,he
said,“No
said,“It
said,Grown-ups
said,you
said,But
said,“But
said,prince
said,“Wait
said,You
said,and
said,“Ah
said,she
said,again
said,flower
said,"better,”"
said,monarch
said,king
said,“I
said,"everything,”"
said,“They
said,"“You,”"
said,"go,”"
said,already”
said,"“Yes,”"
said,Hum”
said,"“No,”"
said,"morning,”"
said,“Yes”
said,"you,”"
said,"true,”"
said,"enough,”"
said,"simply,"
said,"understand,”"
said,"changed,”"
said,all”
said,"rest,”"
said,"good,”"
said,"unlucky,”"
said,"man,”"
said,gentleman
said,book”
said,"interesting,”"
said,“Has
said,geographer
said,"one,”"
said,“Well”
said,"live,”"
said,"knows,”"
said,"flowers,”"
said,"them,”"
said,"“Geographies,”"
said,"us,”"
said,"evening,”"
said,"large,”"
said,snake
said,“What
said,"flower,”"
said,“Ah”
said,The
said,at
said,"king,”"
said,"well,”"
said,"all,”"
said,"“Goodbye,”"
said,courteously
said,you”
said,He
said,roses
said,And
said,"fox,”"
said,fox
said,"me,”"
said,"here,”"
said,"men,”"
said,"“Men,”"
said,"neglected,”"
said,"that,”"
said,"possible,”"
said,Earth”
said,"tames,”"
said,"hour,”"
said,"“Ah,”"
said,"fault,”"
said,"so,”"
said,cry”
said,“As
said,nothing
said,rose”
said,"truth,”"
said,"thousand,”"
said,"hurry,”"
said,"ones,”"
said,"is,”"
said,"for,”"
said,switchman
said,“Good
said,"time,”"
said,merely
said,"beautiful,”"
said,hear”
said,"water,”"
said,"promise,”"
said,“Your
said,"away,”"
said,“Now
said,"come,”"
said,too
“Boa,constrictors
constrictors,swallow
swallow,their
swallow,only
swallow,one
their,prey
their,and
their,ways
their,shrug
their,"shoulders,"
their,questions
their,earliest
their,that
their,thorns
their,with
their,claws”
their,breathe
their,fragrance
their,travels
their,set
their,lamps
their,for
their,steps
their,entry
their,make
their,own
their,makes
their,life
their,are
their,only
their,flattening
their,noses
their,waste
their,time
their,them
their,beauty
their,on
their,way
prey,"whole,"
"whole,",without
without,chewing
without,"alone,"
without,anyone
without,"gently,"
without,taking
without,"problem,"
without,any
without,"time,"
without,ever
without,"Abruptly,"
without,anything
without,"morning,"
without,even
without,were
without,"importance,"
without,"steadily,"
without,"And,"
without,saying
without,"again,"
without,understanding
without,me
without,making
without,"out,"
After,that
After,sheep”
After,salute
After,five
After,wings
After,flower
After,"that,"
After,nothing
that,they
that,months
that,so
that,true
that,geography
that,And
that,hasn’t
that,to
that,person
that,anyone
that,too)
that,sheep
that,will
that,think
that,this
that,air-plane
that,would
that,object”
that,learn
that,At
that,moment
that,on
that,you
that,thing
that,at
that,But
that,did
that,well
that,small
that,one
that,believe
that,like
that,"Fortunately,"
that,law
that,his
that,them
that,house
that,cost
that,is”
that,proof
that,he
that,"charming,"
that,and
that,"sheep,"
that,They
that,One
that,planet
that,"life,"
that,sure
that,for
that,"purpose,"
that,"again,"
that,something
that,"perhaps,"
that,way
that,"it,"
that,"“Yes,"
that,important
that,follows
that,prince
that,baobabs
that,even
that,instant
that,"baobabs,"
that,always
that,"asteroid,"
that,learned
that,new
that,thinking
that,knows
that,flowers
that,have
that,bolt
that,had
that,me
that,left
that,over
that,came
that,makes
that,flower
that,once
that,some
that,beauty
that,she
that,beg
that,enough
that,"drafts,"
that,point
that,affection
that,lay
that,volcano
that,believed
that,realised
that,fault
that,all
that,seems
that,"me,"
that,kindness
that,order
that,be”
that,On
that,"side,"
that,somewhere
that,conditions
that,does
that,"mean,"
that,means
that,“So
that,“Forget
that,occupied
that,Then
that,noise
that,resounded
that,there
that,objects
that,set
that,“Is
that,diamond
that,belongs
that,island
that,pluck
that,mean”
that,“And
that,"flower,"
that,be
that,are
that,since
that,time”
that,felt
that,three
that,Perhaps
that,big
that,into
that,explorer’s
that,requires
that,large
that,The
that,mean
that,rarely
that,matters
that,"men,"
that,before
that,"distance,"
that,realise
that,imagine
that,rock
that,were
that,happened
that,after
that,him
that,see
that,pretend
that,thought
that,volcanoes
that,come
that,forever
that,doesn’t
that,then
that,"“Ah,"
that,step
that,hair
that,wonderful
that,things
that,now
that,yours
that,my
that,rose
that,her
that,we
that,heart
that,trains
that,carry
that,pills
that,matter
that,has
that,cannot
that,sand
that,“is
that,mysterious
that,us
that,"even,"
that,trembled
that,shines
that,flame
that,might
that,honey
that,"“Oh,"
that,plans
that,chance
that,not
that,snakes
that,take
that,muffler
that,glad
that,anything
that,clearly
that,knew
that,hearing
that,laughter
that,lives
that,My
that,hear
that,laughter”
that,Just
that,stars
that,can
that,content
that,pleasure
that,trick
that,bells
that,Do
that,"now,"
that,know
that,understand
that,as
that,here
that,word
they,are
they,and
they,sleep
they,need
they,But
they,answered
they,"friend,"
they,never
they,"Instead,"
they,demand
they,do
they,think
they,have
they,"roof,”"
they,would
they,Then
they,then
they,also
they,“Before
they,grow
they,"many,"
they,split
they,can
they,which
they,resemble
they,if
they,were
they,best
they,petals
they,took
they,all
they,morning
they,night
they,If
they,why
they,bring
they,“Certainly
they,"do,”"
they,"sea,"
they,"own,"
they,reign
they,belong”
they,“Then
they,belong
they,what
they,recall
they,“because
they,too
they,make
they,care
they,as
they,"assembly,"
they,could
they,fill
they,And
they,hunt
they,Thursday
they,dance
they,looking
they,“Are
they,coming
they,“Were
they,not
they,where
they,were”
they,heard
they,pursuing
they,asleep
they,"them,"
they,cry”
they,“Because
they,save
they,but
they,rush
they,"baobabs,"
they,look
they,heavens
they,will
they,“but
they,others
they,"scholars,"
they,businessman
they,"Snakes,"
are,not
are,what
are,you
are,good
are,there
are,also
are,which
are,so
are,Grown-ups
are,like
are,They
are,figures
are,who
are,no
are,seeds
are,invisible
are,baobabs
are,too
are,“Why
are,use
are,they”
are,thorns
are,Flowers
are,weak
are,naive
are,terrible
are,never
are,petals
are,still
are,“There
are,well
are,eruptions
are,we
are,obviously
are,very
are,men
are,subjects
are,"me,"
are,objects
are,orders
are,reasonable”
are,conditions
are,favourable”
are,indeed
are,grown-ups
are,admirers
are,wearing”
are,certainly
are,“What
are,any
are,ever
are,“Those
are,“Orders
are,You
are,explorers
are,put
are,volcanoes
are,active
are,ephemeral”
are,"books,"
are,most
are,extinct
are,There
are,stars
are,set
are,“Where
are,“You
are,innocent
are,“Who
are,you”
are,youWho
are,“We
are,"roses,”"
are,Who
are,looking
are,These
are,chickens
are,just
are,Words
are,actions
are,“They
are,going
are,nothing
are,"beautiful,"
are,"empty,”"
are,responsible
are,“These
are,pursuing
are,asleep
are,yawning
are,children
are,flattening
are,"lucky,”"
are,yours
are,"thirsty,"
are,Sahara
are,mere
are,eyes
are,blind
are,sure
are,“you
are,afraid”
are,a-bloom
are,"travellers,"
are,guides
are,"scholars,"
are,problems
are,silent
are,crazy
are,malicious
are,there”
are,bells
are,changed
not,able
not,were
not,my
not,dare
not,disobey
not,did
not,know
not,do
not,want
not,shall
not,draw
not,reply
not,really
not,does
not,give
not,would
not,be
not,must
not,hold
not,forget
not,am
not,at
not,will
not,understand
not,little
not,eat
not,much
not,have
not,been
not,answer
not,flowers
not,important
not,this
not,important”
not,could
not,say
not,like
not,satisfied
not,wish
not,restrain
not,any
not,ought
not,to
not,and
not,by
not,because
not,known
not,so
not,if
not,obey
not,only
not,permit
not,"sunset,"
not,forty-four
not,carry
not,“Do
not,"go,”"
not,go
not,yet
not,need
not,“do
not,hear
not,even
not,"own,"
not,still
not,one
not,"understand,”"
not,funny
not,seem
not,leave
not,very
not,record
not,change”
not,just
not,believe
not,waste
not,surprised
not,tamed”
not,live
not,on
not,die
not,asleep
not,follow
not,worth
not,find
not,"fair,"
not,mean
not,reassured
not,make
not,bear
not,seen”
not,"come,”"
not,Do
not,come
not,bite
not,see
not,move
not,cry
not,"say,"
not,entirely
not,such
not,“Surely
not,The
not,hurry
able,to
able,be
able,been
to,"move,"
to,masterpiece
to,understand
to,need
to,have
to,advise
to,me
to,lay
to,instead
to,"geography,"
to,children
to,be
to,things
to,them
to,learned
to,pilot
to,useful
to,seemed
to,try
to,find
to,talk
to,down
to,his
to,him
to,pleased
to,myself
to,attempt
to,water
to,last
to,went
to,sleep
to,jumped
to,my
to,make
to,draw
to,neither
to,nor
to,"speak,"
to,seem
to,"me,"
to,how
to,astounded
to,hear
to,hurry
to,start
to,surprised
to,see
to,gone
to,sleep”
to,time
to,learn
to,revealed
to,proud
to,misfortunes
to,"therefore,"
to,want
to,take
to,post
to,tie
to,addition
to,"Venus,"
to,which
to,reason
to,believe
to,change
to,European
to,say
to,"you,"
to,were
to,get
to,do
to,tell
to,liked
to,begin
to,like
to,truth
to,one
to,read
to,describe
to,hard
to,true
to,life
to,resemblance
to,its
to,anything
to,had
to,grow
to,chance
to,fall
to,sheep
to,thank
to,out
to,put
to,eat
to,obliged
to,effort
to,solve
to,desire
to,awaken
to,"first,"
to,push
to,attend
to,ought
to,travel
to,came
to,laughed
to,yourself
to,fly
to,France
to,thanks
to,lead
to,up
to,"it,"
to,trying
to,unscrew
to,clear
to,fear
to,saying
to,going
to,knock
to,consequence
to,go
to,so
to,trouble
to,use
to,white
to,red
to,enough
to,just
to,look
to,"himself,"
to,prince
to,railing
to,what
to,know
to,nobody
to,began
to,ready
to,produce
to,satisfied
to,complete
to,wish
to,wished
to,appear
to,kindness
to,think
to,quickly
to,torment
to,difficult
to,deal
to,added
to,you
to,order
to,spoke
to,me”
to,come
to,doubt
to,listened
to,"her,”"
to,confided
to,listen
to,never
to,young
to,love
to,small
to,clean
to,return
to,precious
to,prepared
to,place
to,close
to,tears
to,"him,"
to,Try
to,become
to,decided
to,add
to,everywhere
to,sit
to,contrary
to,etiquette
to,yawn
to,"Yawns,"
to,sometimes
to,general
to,ask
to,hastened
to,assure
to,marvel
to,watch
to,having
to,move
to,courage
to,sun
to,set”
to,flower
to,another
to,or
to,write
to,people
to,right
to,require
to,according
to,minutes
to,eight
to,beginning
to,more
to,here
to,judge”
to,walk”
to,around
to,give
to,glance
to,j
to,than
to,live
to,death
to,condemn
to,anyone
to,grieve
to,wishes
to,"example,"
to,seems
to,receive
to,"For,"
to,conceited
to,raise
to,visit
to,himself
to,again
to,clap
to,interest
to,wanted
to,help
to,speech
to,belonged
to,light
to,much
to,men
to,idle
to,own
to,buy
to,belong
to,person
to,belongs
to,"nobody,"
to,nothing
to,talking
to,reach
to,star
to,"life,"
to,"star,"
to,"understand,”"
to,year
to,faithful
to,"seek,"
to,"rest,”"
to,man
to,"rest,"
to,all
to,leave
to,exclaimed
to,count
to,important
to,interesting
to,shown
to,goes
to,explorer
to,furnish
to,stirred
to,excitement
to,planet
to,comes
to,matters
to,us
to,thorns
to,defend
to,"forgetting,"
to,"say,"
to,necessary
to,"maintain,"
to,off
to,play
to,those
to,stand
to,"grown-ups,"
to,"then,"
to,back
to,"pity,"
to,where
to,says
to,first
to,speak”
to,"dying,"
to,avoid
to,pretend
to,"that,"
to,humble
to,herself
to,die”
to,pretty
to,means
to,establish
to,shine
to,friends
to,"discover,"
to,understand”
to,"do,"
to,tame
to,closer
to,better
to,greet
to,cry”
to,goodbye
to,"away,"
to,saved
to,meet
to,invisible
to,sure
to,remember
to,now
to,invented
to,quench
to,drink
to,spend
to,die
to,thing
to,glad
to,replied
to,absurd
to,reply
to,impossible
to,cross-examine
to,"sleep,"
to,"myself,"
to,loyalty
to,pulley
to,working
to,tire
to,"me,”"
to,slowly
to,drink”
to,bucket
to,used
to,descent
to,occurred
to,your
to,seconds
to,bring
to,pocked
to,catch
to,coming
to,dared
to,hope
to,answer
to,restrain
to,sweet
to,say”
to,laugh
to,astonished
to,"them,"
to,laugh”
to,reassure
to,"all,"
to,protect
to,content
to,forgot
to,strap
to,fasten
to,changed
to,"is,"
to,impress
to,recognise
to,day
to,refuses
"move,",and
and,"grown-ups,"
and,asked
and,"outside,"
and,devote
and,arithmetic
and,grammar
and,One
and,my
and,"themselves,"
and,always
and,forever
and,"profession,"
and,learned
and,world
and,"bridge,"
and,"golf,"
and,"politics,"
and,neckties
and,"old,"
and,outside
and,boas
and,habitation
and,paper
and,"arithmetic,"
and,"grammar,"
and,"creature,"
and,gently
and,indulgently
and,presence
and,"day,"
and,"somewhere,"
and,get
and,"costume,"
and,so
and,style
and,elegance
and,"asteroid,"
and,made
and,grown-ups
and,windows
and,doves
and,"laughed,"
and,"shoulders,"
and,treat
and,"convinced,"
and,leave
and,"himself,"
and,who
and,paints
and,some
and,"right,"
and,another
and,tall
and,"bad,"
and,castles
and,plants
and,bad
and,"plants,"
and,itself
and,"begin,"
and,prince
and,these
and,"small,"
and,"understood,"
and,such
and,impressive
and,end
and,"it,"
and,as
and,long
and,silent
and,over
and,"over,"
and,sheep
and,millions
and,"arms,"
and,rocked
and,awkward
and,blundering
and,him
and,go
and,"grass,"
and,by
and,up
and,"growing,"
and,began
and,days
and,yawned
and,"moving,"
and,exciting
and,"prince,"
and,added
and,"importance,"
and,them
and,breathe
and,tenderness
and,pity”
and,deeds
and,fragrance
and,her
and,volcanoes
and,slowly
and,"steadily,"
and,"time,"
and,prepared
and,butterflies
and,"329,"
and,330
and,purple
and,"ermine,"
and,simple
and,majestic
and,crammed
and,obstructed
and,"journey,"
and,yawn
and,sometimes
and,"little,"
and,seemed
and,"bird,"
and,if
and,"him,"
and,majestically
and,"planets,"
and,all
and,throw
and,king
and,before
and,"richest,"
and,bottles
and,also
and,"end,"
and,shut
and,“Three
and,two
and,Five
and,seven
and,Twelve
and,three
and,Fifteen
and,Twenty-two
and,Twenty-six
and,five
and,Two
and,"place,"
and,recount
and,neck
and,take
and,flower
and,drawer
and,lock
and,"volcanoes,"
and,lamp
and,"people,"
and,"businessman,"
and,"morning,"
and,relaxation
and,rapidly
and,"minute,"
and,put
and,chair
and,he
and,faithful
and,lazy
and,walk
and,"regret,"
and,table
and,panted
and,much
and,"mountains,"
and,deserts”
and,stately
and,"towns,"
and,"rivers,"
and,"oceans,"
and,"questions,"
and,active
and,Zealand
and,Australia
and,China
and,Siberia
and,"dance,"
and,then
and,Russia
and,Africa
and,"Europe,"
and,"Pole,"
and,his
and,toil
and,care
and,upright
and,somewhat
and,twenty
and,"figures,"
and,"stone,"
and,raised
and,innocent
and,"true,"
and,you
and,desert
and,met
and,"roots,"
and,"glance,"
and,"dry,"
and,altogether
and,"pointed,"
and,harsh
and,forbidding
and,"sand,"
and,"rocks,"
and,"snow,"
and,"dreadfully,"
and,she
and,"rose,"
and,knees
and,one
and,grass
and,cried
and,"added,"
and,“Come
and,play
and,"guns,"
and,"perplexed,"
and,very
and,"alike,"
and,"discover,"
and,"friendship,"
and,"eye,"
and,happier
and,worrying
and,jumping
and,“Go
and,look
and,"me,"
and,"you,"
and,"friend,"
and,now
and,doll
and,"week,"
and,"desert,"
and,drink
and,"I,"
and,"reasoning,"
and,replied
and,"fell,"
and,"feverish,"
and,"throbs,"
and,gleams
and,"house,"
and,legend
and,arms
and,set
and,"moved,"
and,stirred
and,"wind,"
and,"about,"
and,"excited,"
and,turn
and,round
and,round”
and,"here,"
and,"rope,"
and,"well,"
and,well
and,"ears,"
and,garden
and,laughed
and,horns
and,"wall,"
and,wall
and,"temples,"
and,had
and,"gravely,"
and,child
and,yet
and,"snake,"
and,"pulley,"
and,pleasure
and,your
and,quick
and,resolute
and,dead
and,"bells,"
and,body
and,at
and,"night,"
and,"absent-minded,"
and,for
and,loveliest
and,saddest
and,"Earth,"
and,disappeared
and,hair
sleep,through
sleep,on
sleep,They
sleep,deep
sleep,That
sleep,"Next,"
through,them
through,seen
through,sheep
through,clear
through,breaking
through,my
through,time
through,"sand,"
through,Yet
through,shines
through,his
need,for
need,always
need,had
need,you
need,do
need,only
need,no
need,shall
need,each
need,You
for,digestion”
for,tiresome
for,children
for,death
for,me
for,drew
for,him
for,asked
for,grass
for,"him,”"
for,"air-plane,"
for,instance
for,complicated
for,"me),"
for,"it,"
for,"example,"
for,"however,"
for,number
for,"you,"
for,looking
for,"certainly,"
for,us
for,thank
for,once
for,out
for,danger
for,them
for,away
for,"worried,"
for,fear
for,As
for,"me,"
for,just
for,spite”
for,thorns
for,millions
for,muzzle
for,your
for,preparations
for,her
for,lasted
for,days
for,time
for,"breakfast,”"
for,look
for,"day,"
for,"instance,"
for,screen
for,"luck,"
for,his
for,convenient
for,heating
for,flower
for,as
for,simplified
for,kings
for,thing
for,he
for,here
for,occasion
for,"departure,"
for,"able,"
for,hat
for,"salutes,”"
for,sorry
for,loafing
for,idle
for,possible
for,one
for,day
for,relaxation
for,night
for,sleep”
for,second
for,repose
for,two
for,"us,”"
for,lamplighters
for,enter
for,responsible
for,do
for,some
for,homesick
for,walking
for,"life,"
for,if
for,"men,”"
for,chickens”
for,friends
for,"prince,"
for,"“If,"
for,"rite,"
for,die
for,you
for,wasted
for,my
for,"forever,"
for,what
for,“As
for,"me,”"
for,"I,"
for,along
for,several
for,good
for,looked
for,Then
for,ready
for,use
for,heavy
for,you”
for,thirsty
for,this
for,could
for,waiting
for,"him,"
for,wait
for,"stars,"
for,things
for,different
for,"so,"
for,fun”
for,poison
for,water
for,motionless
for,Wait
pondered,"deeply,"
"deeply,","then,"
"deeply,",so
"then,",over
"then,","night,"
"then,",And
"then,","too,"
"then,","saying,"
"then,",five
"then,","them,"
"then,","me,"
"then,",this
"then,","eyes,"
"then,","star,"
"then,",can
"then,","Here,"
over,little
over,all
over,once
over,break
over,head
over,"again,"
over,spreads
over,hard
over,this
over,setting
over,France
over,upset
over,down
over,says
over,closely
over,Embarrassed
over,having
over,radiance
over,me
over,king
over,somebody
over,"“Sire,"
over,what
over,reign
over,"maintain,"
over,time
over,enchantment
over,"was,"
over,my
over,watches
over,his
jungle,And
And,after
And,hand
And,neckties
And,engine
And,as
And,me
And,region
And,yet
And,here”
And,outside
And,sleep”
And,air-plane”
And,funny”
And,away”
And,he
And,so
And,if
And,elegance
And,this
And,exists”
And,what
And,friend
And,short
And,evident
And,roots
And,easy”
And,one
And,surprised
And,then
And,times”
And,serious
And,bolt
And,figures
And,all
And,consequence’
And,same
And,sums
And,darkened
And,you
And,creature
And,her
And,needs”
And,pity”
And,him
And,beautiful
And,coming
And,chair
And,because
And,eight
And,sunset
And,carriage
And,death
And,now
And,himself
And,much”
And,silence
And,paper
And,answer
And,occupation
And,since
And,evening”
And,morning”
And,profession”
And,travels
And,world
And,reputation”
And,America
And,never
And,lamplighters
And,snake
And,knees
And,forbidding
And,road
And,universe
And,here
And,at
And,prince”
And,boys
And,"you,"
And,burrow
And,fox
And,fields”
And,world”
And,rose
And,left”
And,switchman
And,added
And,asleep”
And,round”
And,working
And,drink”
And,honey
And,long”
And,muzzle
And,flushed
And,once
And,again
And,dangling
And,drink
And,sheep
And,box
And,muzzle”
And,irreparable
And,laughing
And,laugh”
And,laugh’
And,you”
And,there”
And,water”
And,myself”
And,she
And,sand
And,happy
And,there
And,night”
And,flower
And,changes
And,no
after,some
after,"And,"
after,working
after,walking
after,"But,"
after,"Then,"
some,work
some,"others,"
some,pencils
some,make
some,"errors,"
some,feel
some,doubts
some,until
some,one
some,were
some,terrible
some,travel
some,day
some,bite
some,"morning,"
some,“If
some,sort
some,giddy
some,had
some,more
some,use
some,has
some,meaning
some,know
some,"one,”"
some,big
some,having
some,trouble
some,"you,"
some,"day,"
some,"thought,"
some,me
some,as
some,special
some,with
some,hesitancy
some,distance
some,him
some,water
some,like
some,“At
some,moment
some,On
work,with
work,until
work,his
work,has
work,must
work,You
work,my
work,had
with,encounters
with,concerned
with,matters
with,accident
with,my
with,had
with,me
with,great
with,apparition
with,explanation
with,"And,"
with,perhaps
with,dressed
with,impressive
with,"brick,"
with,geraniums
with,"me,"
with,his
with,away
with,"him,"
with,seized
with,infested
with,them
with,its
with,"so,"
with,But
with,answered
with,out
with,you
with,busy
with,"there,"
with,black
with,engine
with,up
with,pride
with,white
with,rage
with,hand
with,him
with,colours
with,working
with,all
with,her
with,deal
with,One
with,come
with,heart
with,tenderness
with,"up,"
with,acquainted
with,"king,"
with,"times,"
with,"Then,"
with,"tippler,"
with,myself
with,balderdash
with,do
with,five-hundred
with,these
with,them”
with,So
with,conversation
with,forehead
with,decorated
with,red
with,on
with,day
with,1440
with,trouble
with,met
with,only
with,flower
with,three
with,a-bloom
with,roses
with,overcome
with,sadness
with,"rich,"
with,play
with,"me,”"
with,"you,”"
with,dance
with,by
with,those
with,agree
with,slightly
with,himself
with,look
with,"added,"
with,"wall,"
with,"disappeared,"
with,talking
with,snakes”
with,shot
with,someone’s
with,matter
with,your
with,flowers”
with,laugh
with,along
with,body
with,wells
coloured,pencil
pencil,his
pencil,The
pencil,One
pencil,sketch
succeeded,yet
making,my
making,On
making,his
making,me
making,any
my,first
my,showed
my,masterpiece
my,aside
my,drawings
my,Drawing
my,improved
my,opinion
my,him
my,lived
my,life
my,plane
my,engine
my,imagine
my,"amazement,"
my,"feet,"
my,blinked
my,eyes
my,But
my,fault
my,painter’s
my,head
my,yet
my,little
my,pocket
my,fountain
my,how
my,studies
my,did
my,time
my,patience
my,taking
my,young
my,"air-plane,"
my,draw
my,air-plane
my,air-plane”
my,like
my,misfortunes
my,sheep
my,curiosity
my,story
my,read
my,since
my,friend
my,at
my,"age,"
my,make
my,portraits
my,be
my,reserve
my,"planet,"
my,into
my,disturbed
my,thoughts
my,hammer
my,"hand,"
my,fingers
my,on
my,"‘Somewhere,"
my,flower
my,let
my,tools
my,hands
my,"hammer,"
my,"bolt,"
my,"arms,"
my,needs”
my,"planet,”"
my,all
my,planet
my,filled
my,heart
my,have
my,claws”
my,fault”
my,excuse
my,asking
my,because
my,orders
my,“Then
my,sunset”
my,science
my,way
my,kingdom
my,way”
my,you
my,"Ambassador,”"
my,addition
my,life”
my,poor
my,around
my,neck
my,stars
my,"volcanoes,"
my,"flower,"
my,out
my,lamp
my,light
my,made
my,planet”
my,“Is
my,“Be
my,friends
my,On
my,knees
my,burrow
my,"eye,"
my,hour
my,among
my,hunters
my,"rose,”"
my,fox
my,"friend,"
my,rose
my,"secret,"
my,rose”
my,leisure
my,had
my,accident
my,water
my,repairing
my,follow
my,"reasoning,"
my,thought
my,memory
my,question
my,fox”
my,arms
my,achievement
my,"ears,"
my,took
my,rough
my,baobabs
my,"know,"
my,descent
my,"work,"
my,away
my,continued
my,walk
my,where
my,track
my,"tracks,"
my,dropped
my,"eyes,"
my,pocked
my,revolver
my,catch
my,"question,"
my,year
my,"star,"
my,answer
my,plea
my,star
my,present
my,For
my,businessman
my,return
my,Now
my,sorrow
first,The
first,"night,"
first,time
first,very
first,instant
first,moment
first,At
first,you
first,thing
first,appearance
first,rests
first,he
first,person
first,down
first,his
first,knew
first,travellers”
first,met
My,Drawing
My,hat”
My,explained
My,friend
My,lost”
My,fault
My,baobabs”
My,"friends,"
My,me
My,petals
My,house
My,home
My,star
Drawing,Number
Number,One
Number,Two
Number,"One,"
One,must
One,success
One,nobody
One,morning
One,"day,"
One,flowers
One,should
One,“Exactly
One,much
One,waits
One,planet
One,can
One,you
One,desert
One,sits
One,blind
One,sorrow
One,"question,"
One,fox
One,runs
looked,like
looked,Two
looked,carefully
looked,He
looked,at
looked,never
looked,prince
looked,everywhere
looked,have
looked,already”
looked,all
looked,rose
looked,just
looked,he
looked,across
looked,even
looked,them
like,this
like,just
like,sound
like,What
like,you
like,have
like,become
like,himself
like,little
like,much
like,"friends,"
like,"myself,"
like,“One
like,any
like,"rumpled,"
like,fires
like,linger
like,should
like,another
like,regulated
like,those
like,"ankle,"
like,sharpened
like,needles
like,his
like,fox
like,"me,"
like,"music,"
like,"that,"
like,be
like,every
like,all
like,"you,"
like,roar
like,thunder
like,being
like,"moaned,"
like,"heart,"
like,cabbages”
like,horns
like,along
like,sand
like,beating
like,"serious,"
like,music
like,"better,"
like,five
this,The
this,"response,"
this,"time,"
this,life
this,if
this,at
this,sudden
this,“that
this,By
this,time
this,off
this,sheep
this,by
this,half-confidence
this,on
this,subject
this,‘where
this,offer
this,importance
this,begin
this,story
this,way
this,solve
this,"problem,"
this,Then
this,little
this,all
this,skirting
this,danger
this,means
this,as
this,“If
this,bolt
this,Is
this,know
this,flower
this,small
this,painstaking
this,last
this,absence
this,understand
this,quiet
this,You
this,could
this,king
this,be
this,evening
this,planet
